thresholds,Alloy_precision,Alloy_recall,Alloy_f1,CNF_precision,CNF_recall,CNF_f1
1,0.6961199416950093,0.5483024438248318,0.6134320141904703,0.8742038216560509,0.9927667269439421,0.9297205757832344
0.95,0.5904084442404773,0.5626810999945329,0.5762114044173222,0.8742038216560509,0.9927667269439421,0.9297205757832344
0.9,0.2205700888450148,0.5863539445628998,0.32055592916386455,0.8632075471698113,0.9927667269439421,0.9234650967199327
0.85,0.06445635594130664,0.6561150292493576,0.11738124697401689,0.8632075471698113,0.9927667269439421,0.9234650967199327
0.8,0.023912983666094994,0.7127549067847575,0.04627348813436598,0.8632075471698113,0.9927667269439421,0.9234650967199327
0.75,0.012541808282030172,0.7603739544038052,0.024676594317712037,0.8073529411764706,0.9927667269439421,0.8905109489051095
0.7,0.008898156531706619,0.7978787381772456,0.01760003280258272,0.7379032258064516,0.9927667269439421,0.8465690053970701
0.65,0.007706343136225711,0.842818872669619,0.015273036739598983,0.40456890198968315,0.9927667269439421,0.5748691099476441
0.6,0.007655832673522464,0.894975671095074,0.015181796682633676,0.1314655172413793,0.9927667269439421,0.23218439416367095
